CHSI_County_Name;CHSI_State_Name;CHSI_State_Abbr;Strata_ID_Number;Strata_Determining_Factors;Number_Counties;Population_Size;Population_Density;Poverty;Age_19_Under;Age_19_64;Age_65_84;Age_85_and_Over;White;Black;Native_American;Asian;Hispanic
Hartley;Texas;TX;78;frontier status, population size, poverty, age;43;5450;4;9.4;23.3;63.7;11.1;1.9;91;8.1;0.5;0.3;17
Haskell;Texas;TX;70;frontier status, population size, poverty, age, population density;37;5541;6;19.9;22.7;53.2;19.9;4.2;94.9;3.9;0.7;0.3;23.6
Hays;Texas;TX;20;frontier status, population size, poverty, age;32;124432;184;12.4;26.4;65.9;6.9;0.8;93;4.1;0.8;1.1;31
Hemphill;Texas;TX;78;frontier status, population size, poverty, age;43;3422;4;9.6;27.7;57.4;12.6;2.3;97;1.6;0.7;0.5;19.2
Henderson;Texas;TX;24;frontier status, population size, poverty, age;35;80017;92;16.6;24.5;57.9;15.7;1.9;91.8;6.4;0.5;0.4;8.9
Hidalgo;Texas;TX;3;frontier status, population size, poverty;39;678275;432;31;36.8;54;8.2;1.1;97.4;0.9;0.6;0.9;89.2
Hill;Texas;TX;35;frontier status, population size, poverty, age;27;35424;37;16.1;26;57.4;14.5;2.1;91.2;6.9;0.4;0.4;16
Hockley;Texas;TX;67;frontier status, population size, poverty, age, population density;31;22787;25;17.5;30;57.4;10.9;1.8;94.5;3.7;1;0.4;41.1
Hood;Texas;TX;30;frontier status, population size, poverty, age;57;47930;114;11.1;22.9;58.5;16.9;1.7;97;0.8;0.8;0.4;8.8
Hopkins;Texas;TX;34;frontier status, population size, poverty, age;22;33381;43;14.7;26.2;59.1;12.8;2;90.6;7.6;0.8;0.4;12.2
Houston;Texas;TX;70;frontier status, population size, poverty, age, population density;37;23218;19;21.4;22.8;59.2;15.7;2.4;72.5;26.4;0.3;0.5;9.2
Howard;Texas;TX;51;frontier status, population size, poverty, age, population density;33;32522;36;19.8;24.9;60.7;12.6;1.9;93;4.7;0.8;0.8;40.4
Hudspeth;Texas;TX;86;frontier status, population size, poverty, age;38;3295;1;28.6;32.3;55.9;11;0.8;97.3;0.9;1.5;0.2;75.4
Hunt;Texas;TX;23;frontier status, population size, poverty, age;37;82543;98;15.4;26.7;60.9;11;1.4;88.3;9;0.7;0.7;10.6
Hutchinson;Texas;TX;40;frontier status, population size, poverty, age;62;22484;25;12.6;27.9;56.4;13.8;2;93.9;2.9;1.3;0.5;17.5
Irion;Texas;TX;80;frontier status, population size, poverty, age;41;1756;2;10.6;23.3;61.6;12.9;2.2;97.4;1.7;0.9;0;27.1
Jack;Texas;TX;43;frontier status, population size, poverty, age;57;9064;10;14.1;23.5;61.2;13.4;1.8;92.6;5.5;0.7;0.7;9.9
Jackson;Texas;TX;43;frontier status, population size, poverty, age;57;14339;17;14.1;27.1;57.6;13.5;1.9;91.2;7.5;0.3;0.6;27
Jasper;Texas;TX;34;frontier status, population size, poverty, age;22;35587;38;18.4;26.4;58.1;13.9;1.6;81;17.2;0.4;0.4;4.7
Jeff Davis;Texas;TX;85;frontier status, population size, poverty, age;25;2306;1;14.6;22.1;59.6;16.1;2.3;98.2;1;0.4;0.1;36.9
Jefferson;Texas;TX;7;frontier status, population size, poverty;33;247571;274;18.1;26.6;60.1;11.6;1.7;60.4;35.3;0.4;3;12.5
Jim Hogg;Texas;TX;88;frontier status, population size, poverty, age;23;5029;4;22.5;30.4;54;13;2.6;98.4;0.6;0.8;0.2;89.2
Jim Wells;Texas;TX;52;frontier status, population size, poverty, age, population density;40;40951;47;22;30.3;57.5;10.7;1.4;97.4;0.9;0.8;0.9;76.9
Johnson;Texas;TX;15;frontier status, population size, poverty, age;23;146376;201;10.9;27.7;62.5;8.9;0.9;94.1;3.2;0.7;1;14.7
Jones;Texas;TX;71;frontier status, population size, poverty, age, population density;33;19736;21;20.6;22;64.2;11.9;1.9;86.5;12.2;0.4;0.5;22.4
Karnes;Texas;TX;75;frontier status, population size, poverty, age, population density;37;15351;20;23.7;21.6;64;12.2;2.2;87.5;11.1;0.9;0.5;49.4
Kaufman;Texas;TX;23;frontier status, population size, poverty, age;37;89129;113;11.5;27.7;62.6;8.7;1;87.4;10.1;0.6;0.8;14.3
Kendall;Texas;TX;55;frontier status, population size, poverty, age, population density;47;28607;43;9.2;25.2;60.5;12.8;1.5;97.4;0.9;0.6;0.5;18.7
Kenedy;Texas;TX;83;frontier status, population size, poverty, age;29;417;0;13.2;28.7;59;10.8;1.4;96.9;0.7;0.7;1.7;77
Kent;Texas;TX;82;frontier status, population size, poverty, age;37;782;1;9.4;19.7;49.6;24.7;6;98.8;0.4;0.8;0;9.8
Kerr;Texas;TX;49;frontier status, population size, poverty, age, population density;35;46496;42;13.7;22.7;52.9;20.9;3.6;95.9;2;0.6;0.7;21.8
Kimble;Texas;TX;87;frontier status, population size, poverty, age;32;4591;4;17.1;23.1;57.2;17.6;2;98.3;0.5;0.4;0.6;23.2
King;Texas;TX;78;frontier status, population size, poverty, age;43;307;0;14.9;30.3;61.2;6.2;2.3;98.7;0;1.3;0;15.3
Kinney;Texas;TX;87;frontier status, population size, poverty, age;32;3327;2;19.5;23.4;51.1;22.5;3;96.2;2.6;0.4;0.5;50.2
Kleberg;Texas;TX;51;frontier status, population size, poverty, age, population density;33;30757;35;22.8;28.9;59.6;10;1.4;92.5;3.8;0.8;2.3;67.7
Knox;Texas;TX;88;frontier status, population size, poverty, age;23;3781;4;20.9;27.8;50;18.7;3.4;88.9;8.6;1.4;0.7;26.3
Lamar;Texas;TX;35;frontier status, population size, poverty, age;27;49644;54;17.8;26.6;57.7;13.2;2.4;83.7;13.3;1.1;0.6;4.4
Lamb;Texas;TX;75;frontier status, population size, poverty, age, population density;37;14467;14;19.4;29;54.2;14.3;2.5;94.1;4.3;1.1;0.4;47.5
Lampasas;Texas;TX;43;frontier status, population size, poverty, age;57;19669;28;13.8;25.8;59.8;12.5;1.9;93.7;3.3;0.7;1;15.6
La Salle;Texas;TX;86;frontier status, population size, poverty, age;38;6016;4;26.9;29.3;59.3;10;1.5;95.7;3.5;0.4;0.4;78.2
Lavaca;Texas;TX;62;frontier status, population size, poverty, age, population density;32;18925;20;13.3;24;54.6;17.7;3.7;92.2;7;0.2;0.4;13.6
Lee;Texas;TX;40;frontier status, population size, poverty, age;62;16526;26;12.3;28.4;57.4;12.2;2;87.7;11.1;0.6;0.3;20.6
Leon;Texas;TX;61;frontier status, population size, poverty, age, population density;32;16344;15;14.4;23.3;56.7;17.8;2.2;89.5;9.7;0.3;0.2;10.5
Liberty;Texas;TX;23;frontier status, population size, poverty, age;37;75141;65;16.3;27.3;62.5;9.2;1;85.9;12.3;0.5;0.5;13.4
Limestone;Texas;TX;76;frontier status, population size, poverty, age, population density;38;22763;25;18;25.8;59;13.2;2;79.8;18.5;0.6;0.3;15.9
Lipscomb;Texas;TX;82;frontier status, population size, poverty, age;37;3101;3;13.7;27.2;56.6;13.4;2.8;97.5;0.6;1.6;0.1;27.7
Live Oak;Texas;TX;74;frontier status, population size, poverty, age, population density;30;11717;11;17.8;21.5;61.1;15.1;2.4;96.6;2.6;0.3;0.3;40.5
Llano;Texas;TX;61;frontier status, population size, poverty, age, population density;32;18236;20;12.3;16.8;52.9;26.6;3.7;98;0.5;0.4;0.4;7.3
Loving;Texas;TX;78;frontier status, population size, poverty, age;43;62;0;13.4;21;54.8;22.6;1.6;100;0;0;0;17.7
Lubbock;Texas;TX;7;frontier status, population size, poverty;33;252284;280;17.6;27.6;61.1;9.9;1.4;89.1;7.7;0.7;1.5;29.5
Lynn;Texas;TX;74;frontier status, population size, poverty, age, population density;30;6237;7;18.9;30.4;54.7;13.8;1.2;95.1;3.4;1.3;0.1;46.1
McCulloch;Texas;TX;74;frontier status, population size, poverty, age, population density;30;7956;7;20.6;26.3;54.8;16.5;2.5;97.2;1.9;0.3;0.3;29.9
McLennan;Texas;TX;7;frontier status, population size, poverty;33;224668;216;18;28.7;58.9;10.6;1.7;81.7;15.2;0.6;1.4;20.5
McMullen;Texas;TX;84;frontier status, population size, poverty, age;52;883;1;13.4;19.3;62.3;15.9;2.5;97.5;1.1;0.5;0.9;35.3
Madison;Texas;TX;71;frontier status, population size, poverty, age, population density;33;13167;28;19.4;21.9;64.5;11.6;1.9;76.7;21.8;0.4;0.8;18.8
Marion;Texas;TX;72;frontier status, population size, poverty, age, population density;32;10952;29;21.2;22.5;57.5;17.8;2.3;74.8;22.9;0.9;0.2;3.7
Martin;Texas;TX;86;frontier status, population size, poverty, age;38;4391;5;17.2;33;54.1;11.5;1.4;96.1;1.7;1.2;0.5;41.2
Mason;Texas;TX;87;frontier status, population size, poverty, age;32;3880;4;14.2;20.6;56.4;19.5;3.6;98.8;0.1;0.7;0.1;22.2
Matagorda;Texas;TX;51;frontier status, population size, poverty, age, population density;33;37849;34;18.1;29.3;57.8;11.5;1.4;83.7;12.4;0.9;2.4;34.7
Maverick;Texas;TX;51;frontier status, population size, poverty, age, population density;33;51181;40;29.8;36.6;53.3;8.9;1.1;96.7;0.8;1.6;0.9;95.2
Medina;Texas;TX;51;frontier status, population size, poverty, age, population density;33;43027;32;16.2;27.5;59.8;11.2;1.5;95.3;2.7;0.8;0.6;46.7
Menard;Texas;TX;87;frontier status, population size, poverty, age;32;2201;2;21.4;20.4;55.6;20.9;3.1;97.2;1.1;0.7;1;31.5
Midland;Texas;TX;6;frontier status, population size, poverty;53;121371;135;15.4;29.6;58.6;10.5;1.2;90.3;7.1;0.8;1.1;34
Milam;Texas;TX;76;frontier status, population size, poverty, age, population density;38;25354;25;16.7;27.4;55.9;14.2;2.5;88;10.5;0.6;0.3;20.6
Mills;Texas;TX;87;frontier status, population size, poverty, age;32;5237;7;16.2;23.8;54.9;17.8;3.5;98;1.4;0.1;0.2;15.9
Mitchell;Texas;TX;70;frontier status, population size, poverty, age, population density;37;9413;10;22;21.6;65.1;11.5;1.8;84.9;13.9;0.7;0.4;32.7
Montague;Texas;TX;62;frontier status, population size, poverty, age, population density;32;19677;21;14.8;24.1;56.4;17.1;2.4;97.5;0.4;0.7;0.4;6.7
Montgomery;Texas;TX;4;frontier status, population size, poverty;25;378033;362;10.4;28.1;63;8.1;0.8;92.8;4.1;0.5;1.6;15.9
Moore;Texas;TX;39;frontier status, population size, poverty, age;51;20348;23;14;34.5;55.2;9.2;1.1;96.1;1.3;0.9;1;50.6
Morris;Texas;TX;43;frontier status, population size, poverty, age;57;12936;51;17.1;24.8;56.7;16.4;2.1;74.8;23.6;0.5;0.3;4.3
Motley;Texas;TX;87;frontier status, population size, poverty, age;32;1299;1;15.4;23.5;51.4;21.9;3.1;94.9;4.3;0.7;0.1;11
Nacogdoches;Texas;TX;8;frontier status, population size, poverty;54;60468;64;19.9;27.7;60.6;10.2;1.6;81.4;16.4;0.5;0.9;14.2
Navarro;Texas;TX;36;frontier status, population size, poverty, age;23;48687;48;17.2;28.4;58.4;11.2;2;81.9;15.6;0.6;1.3;20.7
Newton;Texas;TX;66;frontier status, population size, poverty, age, population density;37;14309;15;20.1;24.6;61.1;13.1;1.2;77.4;20.9;0.6;0.5;4.5
Nolan;Texas;TX;75;frontier status, population size, poverty, age, population density;37;14878;16;20.1;28.2;55.2;14.4;2.1;92.9;5.4;0.7;0.6;31.1
Nueces;Texas;TX;5;frontier status, population size, poverty;25;319704;383;19.6;28.9;59.8;10.1;1.3;92.5;4.3;0.8;1.5;58.2
Ochiltree;Texas;TX;39;frontier status, population size, poverty, age;51;9385;10;11.9;30.7;58.3;10.1;0.9;97.5;0.4;1;0.6;39.2
Oldham;Texas;TX;80;frontier status, population size, poverty, age;41;2118;1;13.2;34.1;54.1;10.6;1.2;95;2.8;1.4;0.5;12.6
Orange;Texas;TX;23;frontier status, population size, poverty, age;37;84983;238;14.5;26.6;60.1;12;1.3;89;8.7;0.6;0.8;4.4
Palo Pinto;Texas;TX;36;frontier status, population size, poverty, age;23;27478;29;16.3;25.8;58.6;13.6;2.1;95.2;2.3;0.7;0.7;15.1
Panola;Texas;TX;43;frontier status, population size, poverty, age;57;22997;29;14.6;25.5;58.5;13.8;2.2;81.1;17.4;0.4;0.5;5.1
Parker;Texas;TX;45;frontier status, population size, poverty, age, population density;38;102801;114;11;25.8;63.7;9.7;0.9;95.9;2.1;0.6;0.5;8.4
Parmer;Texas;TX;42;frontier status, population size, poverty, age;53;9754;11;14.6;32.5;54.1;11.4;2.1;95.7;2;1.4;0.9;56.2
Pecos;Texas;TX;86;frontier status, population size, poverty, age;38;15859;3;21;27.3;61.1;10.4;1.3;93.4;5.1;0.6;0.6;62.9
Polk;Texas;TX;49;frontier status, population size, poverty, age, population density;35;46640;44;16.8;22.4;57.7;17.5;2.4;85.1;12;1.6;0.6;10
Potter;Texas;TX;7;frontier status, population size, poverty;33;119852;132;20.8;30.2;58.1;10;1.6;84.6;10.4;1;2.6;31.9
Presidio;Texas;TX;88;frontier status, population size, poverty, age;23;7722;2;27.7;32.7;51.8;13.3;2.2;98.7;0.7;0.3;0.2;83.7
Rains;Texas;TX;64;frontier status, population size, poverty, age, population density;41;11305;49;14.2;21.5;61.1;15.5;1.9;95.1;3;0.9;0.6;7.8
Randall;Texas;TX;45;frontier status, population size, poverty, age, population density;38;110053;120;8.5;26.4;62.6;9.8;1.1;94.9;2;0.7;1.4;12.8
Reagan;Texas;TX;80;frontier status, population size, poverty, age;41;2995;3;12.7;31.6;56.6;10.8;1;95;3.8;0.7;0.5;50.4
Real;Texas;TX;87;frontier status, population size, poverty, age;32;3031;4;20.6;22.1;55;20.2;2.7;98.3;0.2;0.7;0.3;23.2
Red River;Texas;TX;70;frontier status, population size, poverty, age, population density;37;13575;13;19;23.3;57.1;16.5;3;81.6;17;0.5;0.2;4.4
Reeves;Texas;TX;86;frontier status, population size, poverty, age;38;11638;4;27.1;29.7;56;12.7;1.6;96.3;2.5;0.7;0.5;73.1
Refugio;Texas;TX;74;frontier status, population size, poverty, age, population density;30;7639;10;15.9;25.1;57.7;15.5;1.7;91.8;6.7;0.7;0.7;44.7
Roberts;Texas;TX;78;frontier status, population size, poverty, age;43;820;1;7.3;21.6;65.9;11.2;1.2;98.8;0.4;0.7;0;3.4
Robertson;Texas;TX;75;frontier status, population size, poverty, age, population density;37;16192;19;19.1;28.1;55.7;14.1;2.1;76.4;22.5;0.3;0.3;15.3
Rockwall;Texas;TX;48;frontier status, population size, poverty, age, population density;31;62944;489;6.8;27.6;64;7.7;0.7;91.7;4.8;0.5;2.2;13.3
Runnels;Texas;TX;43;frontier status, population size, poverty, age;57;10974;10;18.3;26.8;54.4;15.8;3.1;96.8;1.6;0.9;0.4;32.8
Rusk;Texas;TX;34;frontier status, population size, poverty, age;22;47971;52;15.3;24.3;60.8;12.8;2.1;80.2;18.5;0.3;0.3;10.4
Sabine;Texas;TX;62;frontier status, population size, poverty, age, population density;32;10416;21;16.4;21.1;53.9;22.6;2.4;89.3;9.8;0.3;0.2;2.4
San Augustine;Texas;TX;70;frontier status, population size, poverty, age, population density;37;8907;17;19.8;22.8;54.1;19.5;3.6;72.5;26.9;0.2;0.2;4.6
San Jacinto;Texas;TX;72;frontier status, population size, poverty, age, population density;32;24801;43;17.6;24.1;60.7;13.7;1.5;86.2;11.5;0.6;0.5;7.1
San Patricio;Texas;TX;8;frontier status, population size, poverty;54;69209;100;17.9;30.9;57.9;10;1.1;94.6;2.8;0.8;1;51.6
San Saba;Texas;TX;87;frontier status, population size, poverty, age;32;6076;5;18.3;28.9;53.4;15;2.6;95.6;3;1.2;0.3;24.3
Schleicher;Texas;TX;85;frontier status, population size, poverty, age;25;2742;2;16.4;26.5;58.6;13.1;1.8;97.1;2.4;0;0.4;46.5
Scurry;Texas;TX;42;frontier status, population size, poverty, age;53;16217;18;17.4;26.8;58.5;12.8;1.9;93;5.9;0.6;0.3;33.1
Shackelford;Texas;TX;85;frontier status, population size, poverty, age;25;3167;3;12.9;24.1;57.9;15.9;2.2;98.7;0.8;0.4;0;9.3
Shelby;Texas;TX;72;frontier status, population size, poverty, age, population density;32;26346;33;18.5;27.1;57.6;13.2;2.1;77.1;18.1;0.4;4;15.6
Sherman;Texas;TX;80;frontier status, population size, poverty, age;41;3002;3;13.1;30;57.6;11.2;1.2;97.4;0.8;1;0.8;30.5
Smith;Texas;TX;6;frontier status, population size, poverty;53;190594;205;14.7;27.5;58.3;12.4;1.7;78.9;18.6;0.5;1;14.2
Somervell;Texas;TX;42;frontier status, population size, poverty, age;53;7578;40;10.1;26.1;59.8;12.7;1.5;98;0.5;0.7;0.3;15.4
Starr;Texas;TX;8;frontier status, population size, poverty;54;60941;50;36.2;38.2;51.7;9;1.1;98.6;0.5;0.3;0.6;97.5
Stephens;Texas;TX;74;frontier status, population size, poverty, age, population density;30;9561;11;19.1;24.9;57.8;15.1;2.2;95.5;3.3;0.4;0.6;16.8
Sterling;Texas;TX;80;frontier status, population size, poverty, age;41;1303;1;12;25.1;60.1;12.8;2;99.4;0.1;0.5;0.1;34.2
Stonewall;Texas;TX;84;frontier status, population size, poverty, age;52;1372;1;16.2;21.6;52.2;21.1;5;94.7;3.6;0.1;0.8;11.4
Sutton;Texas;TX;83;frontier status, population size, poverty, age;29;4212;3;13.6;28;60.2;10.6;1.2;98.6;0.5;0.5;0.3;54.4
Swisher;Texas;TX;74;frontier status, population size, poverty, age, population density;30;7828;9;20.1;28.5;54.9;14.3;2.2;91.9;6.4;0.9;0.4;36
Tarrant;Texas;TX;1;frontier status, population size;34;1620479;1877;12.9;29.2;62.4;7.5;0.9;79.8;13.8;0.7;4.3;23.7
Taylor;Texas;TX;6;frontier status, population size, poverty;53;125039;137;16.3;28.7;58.3;11.3;1.7;89;6.9;0.8;1.6;19.8
Terrell;Texas;TX;88;frontier status, population size, poverty, age;23;996;0;18;22.2;57.7;18.8;1.3;97.3;0;1.9;0.8;51.1
Terry;Texas;TX;66;frontier status, population size, poverty, age, population density;37;12419;14;21.8;28.6;56.9;12.7;1.8;93.3;5.6;0.7;0.3;46.7
Throckmorton;Texas;TX;84;frontier status, population size, poverty, age;52;1618;2;12.9;21.9;54.9;18.9;4.3;98.9;0.1;0.4;0.1;10.9
Titus;Texas;TX;34;frontier status, population size, poverty, age;22;29445;72;16.4;31.8;56.5;10;1.8;88.2;9.9;0.8;0.7;34.7
Tom Green;Texas;TX;6;frontier status, population size, poverty;53;103611;68;16.7;27.6;58.5;12;1.9;92.7;4.3;0.8;1.1;33.3
Travis;Texas;TX;3;frontier status, population size, poverty;39;888185;898;13.9;26.3;66.8;6.1;0.8;83.4;8.8;0.7;5.5;31.4
Trinity;Texas;TX;70;frontier status, population size, poverty, age, population density;37;14363;21;17.8;22.6;55.1;19.6;2.6;87.7;10.9;0.5;0.4;6.3
Tyler;Texas;TX;71;frontier status, population size, poverty, age, population density;33;20617;22;17.5;22.6;59.6;15.7;2;86.8;11.3;0.5;0.3;4.7
Upshur;Texas;TX;34;frontier status, population size, poverty, age;22;37881;64;15.9;25.7;59.4;13.3;1.6;89;9.1;0.6;0.4;4.5
Upton;Texas;TX;83;frontier status, population size, poverty, age;29;3056;2;16.3;27.1;56.7;14.5;1.6;95.9;2.4;1.5;0.2;45.9
Uvalde;Texas;TX;51;frontier status, population size, poverty, age, population density;33;26955;17;23.4;31.7;54.9;11.7;1.7;97.5;0.9;0.8;0.7;67.3
Val Verde;Texas;TX;51;frontier status, population size, poverty, age, population density;33;47596;15;22.4;32.2;53.9;12.3;1.7;96.4;1.7;0.8;0.8;78.1
Van Zandt;Texas;TX;49;frontier status, population size, poverty, age, population density;35;52491;62;14;24.9;58.2;15.1;1.9;94.9;3.2;0.7;0.4;8.5
Victoria;Texas;TX;23;frontier status, population size, poverty, age;37;85648;97;15.5;29.3;58;11.2;1.5;91.2;6.4;0.7;1.1;41.1
Walker;Texas;TX;8;frontier status, population size, poverty;54;62735;80;19.4;22.2;68.2;8.5;1;74.5;23.4;0.4;0.9;15
Waller;Texas;TX;52;frontier status, population size, poverty, age, population density;40;34821;68;17.5;28.7;61.7;8.5;1.1;71.7;26.5;0.6;0.6;22
Ward;Texas;TX;66;frontier status, population size, poverty, age, population density;37;10237;12;17.1;28.8;56.3;13.2;1.7;93.4;5;0.9;0.4;44.6
Washington;Texas;TX;49;frontier status, population size, poverty, age, population density;35;31521;52;13.6;26.7;56.5;14.2;2.5;79.7;18.3;0.3;1.4;11.6
Webb;Texas;TX;7;frontier status, population size, poverty;33;224695;67;27.1;38.8;53.5;6.8;0.9;98;0.6;0.6;0.6;94.8
Wharton;Texas;TX;33;frontier status, population size, poverty, age;41;41554;38;15.6;28.8;57.5;11.8;1.8;84.2;14.5;0.5;0.6;34.5
Wheeler;Texas;TX;85;frontier status, population size, poverty, age;25;4799;5;13.8;24;55.8;16.9;3.4;94.9;3.3;0.9;0.8;17.4
Wichita;Texas;TX;6;frontier status, population size, poverty;53;125894;201;15.6;28.2;58.5;11.8;1.6;84.2;10.6;1;2.1;13.8
Wilbarger;Texas;TX;43;frontier status, population size, poverty, age;57;13896;14;15.9;29.2;56.2;12.5;2.1;88.6;9.2;0.9;0.8;23.4
Willacy;Texas;TX;68;frontier status, population size, poverty, age, population density;34;20382;34;30.2;32.4;56.1;10;1.4;96.5;2.5;0.7;0.3;86.6
Williamson;Texas;TX;12;frontier status, population size, poverty, age;57;333457;297;6.9;29.3;63.1;6.8;0.9;87.8;6.3;0.5;3.9;19.6
Wilson;Texas;TX;33;frontier status, population size, poverty, age;41;37529;47;12;27.1;61.9;9.8;1.2;96.2;2;0.7;0.6;37.7
Winkler;Texas;TX;42;frontier status, population size, poverty, age;53;6690;8;16.4;29.2;56.2;12.8;1.8;96.5;2.4;0.7;0.4;46.9
Wise;Texas;TX;29;frontier status, population size, poverty, age;37;56696;63;10.8;26.5;63.1;9.4;1;96.2;1.4;0.8;0.4;12.8
Wood;Texas;TX;49;frontier status, population size, poverty, age, population density;35;40855;63;15.2;22;57.2;18.7;2.2;92.6;5.9;0.5;0.3;6.9
Yoakum;Texas;TX;42;frontier status, population size, poverty, age;53;7408;9;15.5;31.1;57.3;10.3;1.4;96.7;1.8;0.9;0.6;50.5
Young;Texas;TX;43;frontier status, population size, poverty, age;57;18000;20;16.4;24.6;55.5;17.1;2.9;96.3;1.4;0.9;0.5;12.6
Zapata;Texas;TX;74;frontier status, population size, poverty, age, population density;30;13373;13;27;34.1;53.8;10.5;1.6;98.4;0.5;0.4;0.6;87.6
Zavala;Texas;TX;66;frontier status, population size, poverty, age, population density;37;11796;9;32.7;33.1;55.7;9.9;1.4;97.4;1;1;0.5;91.3
Beaver;Utah;UT;82;frontier status, population size, poverty, age;37;6204;2;10.1;33.1;54.2;10.6;2.1;97.1;0.3;1.2;1;8.4
Box Elder;Utah;UT;47;frontier status, population size, poverty, age, population density;34;46440;8;8.4;32.8;56.2;9.7;1.3;96.8;0.3;1;1.1;7.2
Cache;Utah;UT;45;frontier status, population size, poverty, age, population density;38;98055;84;11.4;32.7;59.8;6.3;1.3;95.4;0.5;0.6;2.6;8
Carbon;Utah;UT;42;frontier status, population size, poverty, age;53;19437;13;13.5;28.8;57.6;11.6;1.9;97.5;0.3;1.2;0.6;10.8
Daggett;Utah;UT;78;frontier status, population size, poverty, age;43;943;1;6.2;20.7;62.7;15.5;1.2;98;1.2;0.8;0;5.5
Davis;Utah;UT;12;frontier status, population size, poverty, age;57;268187;881;7.4;33.1;59.1;7;0.8;94.6;1.2;0.6;2.1;6.4
Duchesne;Utah;UT;86;frontier status, population size, poverty, age;38;15354;5;14.3;33.9;56.1;9.3;0.7;92.9;0.3;5;0.4;4.1
Emery;Utah;UT;80;frontier status, population size, poverty, age;41;10711;2;11.6;31.3;57.2;10.2;1.3;97.9;0.3;0.8;0.4;6
Garfield;Utah;UT;83;frontier status, population size, poverty, age;29;4470;1;10;29.7;54.1;14.9;1.4;97.4;0.2;2;0.3;3.1
Grand;Utah;UT;83;frontier status, population size, poverty, age;29;8743;2;13.9;24.3;63;11.3;1.4;93.4;0.3;5.3;0.3;6.6
